,trip,bike_duration_mins,median_hour,frequency,public_duration_mins,start_coord,end_coord,distance,time_saved
369,"40.73291553,-74.00711384|40.72405549,-74.00965965",5.23,1531123200,181,12.98,"40.73291553,-74.00711384","40.72405549,-74.00965965",1042,8.0
370,"40.73291553,-74.00711384|40.72706363348306,-73.99662137031554",7.08,1531144800,115,15.0,"40.73291553,-74.00711384","40.72706363348306,-73.99662137031554",2262,8.0
371,"40.73291553,-74.00711384|40.728846,-74.00859100000002",3.12,1531144800,160,5.97,"40.73291553,-74.00711384","40.728846,-74.00859100000002",491,3.0
372,"40.73291553,-74.00711384|40.73038599,-74.00214988",3.95,1531144800,142,9.13,"40.73291553,-74.00711384","40.73038599,-74.00214988",1268,5.0
373,"40.73291553,-74.00711384|40.739323,-74.008119",4.62,1531130400,216,10.8,"40.73291553,-74.00711384","40.739323,-74.008119",872,6.0
374,"40.73291553,-74.00711384|40.742753828659026,-74.00747358798982",6.72,1531123200,120,17.55,"40.73291553,-74.00711384","40.742753828659026,-74.00747358798982",2241,11.0
375,"40.73291553,-74.00711384|40.74334935,-74.00681753",7.77,1531134000,132,17.12,"40.73291553,-74.00711384","40.74334935,-74.00681753",1355,9.0
376,"40.73291553,-74.00711384|40.74475148,-73.99915362",7.5,1531155600,129,11.77,"40.73291553,-74.00711384","40.74475148,-73.99915362",2434,4.0
377,"40.73291553,-74.00711384|40.74691959,-74.00451887",10.23,1531148400,112,16.12,"40.73291553,-74.00711384","40.74691959,-74.00451887",1903,6.0
378,"40.73314259,-73.97573881|40.73221853,-73.98165557",3.73,1531141200,161,8.9,"40.73314259,-73.97573881","40.73221853,-73.98165557",713,5.0
379,"40.73314259,-73.97573881|40.73381219196632,-73.9805442094803",2.82,1531152000,122,6.4,"40.73314259,-73.97573881","40.73381219196632,-73.9805442094803",513,4.0
380,"40.73314259,-73.97573881|40.734232,-73.986923",6.23,1531144800,121,15.3,"40.73314259,-73.97573881","40.734232,-73.986923",1517,9.0
381,"40.73314259,-73.97573881|40.736502,-73.97809472",3.0,1531137600,218,7.83,"40.73314259,-73.97573881","40.736502,-73.97809472",629,5.0
382,"40.73314259,-73.97573881|40.73704984,-73.99009296",8.63,1531130400,117,17.8,"40.73314259,-73.97573881","40.73704984,-73.99009296",1970,9.0
383,"40.73314259,-73.97573881|40.73827428,-73.98751968",6.57,1531126800,102,14.93,"40.73314259,-73.97573881","40.73827428,-73.98751968",1159,8.0
384,"40.73314259,-73.97573881|40.74034320000001,-73.98955109",7.57,1531126800,214,19.55,"40.73314259,-73.97573881","40.74034320000001,-73.98955109",1503,12.0
385,"40.73314259,-73.97573881|40.74173969,-73.99415556",9.7,1531126800,136,23.23,"40.73314259,-73.97573881","40.74173969,-73.99415556",2851,14.0
386,"40.73381219196632,-73.9805442094803|40.73314259,-73.97573881",2.43,1531155600,154,6.03,"40.73381219196632,-73.9805442094803","40.73314259,-73.97573881",513,4.0
387,"40.73381219196632,-73.9805442094803|40.734232,-73.986923",3.72,1531148400,142,9.32,"40.73381219196632,-73.9805442094803","40.734232,-73.986923",704,6.0
388,"40.73381219196632,-73.9805442094803|40.73704984,-73.99009296",5.18,1531123200,164,12.75,"40.73381219196632,-73.9805442094803","40.73704984,-73.99009296",958,8.0
389,"40.73381219196632,-73.9805442094803|40.74034320000001,-73.98955109",6.58,1531137600,105,16.03,"40.73381219196632,-73.9805442094803","40.74034320000001,-73.98955109",1826,9.0
390,"40.73381219196632,-73.9805442094803|40.74144387,-73.97536082",4.83,1531137600,113,12.32,"40.73381219196632,-73.9805442094803","40.74144387,-73.97536082",970,7.0
391,"40.734232,-73.986923|40.73221853,-73.98165557",4.0,1531155600,115,6.77,"40.734232,-73.986923","40.73221853,-73.98165557",530,3.0
392,"40.734232,-73.986923|40.73314259,-73.97573881",6.13,1531152000,126,14.93,"40.734232,-73.986923","40.73314259,-73.97573881",1217,9.0
393,"40.734232,-73.986923|40.73381219196632,-73.9805442094803",4.02,1531150200,150,8.87,"40.734232,-73.986923","40.73381219196632,-73.9805442094803",704,5.0
394,"40.734232,-73.986923|40.73704984,-73.99009296",2.94,1531132200,122,7.05,"40.734232,-73.986923","40.73704984,-73.99009296",546,4.0
395,"40.734232,-73.986923|40.74025878,-73.98409214",5.22,1531144800,111,9.87,"40.734232,-73.986923","40.74025878,-73.98409214",1371,5.0
396,"40.734232,-73.986923|40.74034320000001,-73.98955109",5.2,1531130400,107,11.68,"40.734232,-73.986923","40.74034320000001,-73.98955109",915,6.0
397,"40.73454567,-73.99074142|40.72210378668603,-73.99724900722505",8.15,1531155600,111,6.67,"40.73454567,-73.99074142","40.72210378668603,-73.99724900722505",1733,-1.0
398,"40.73454567,-73.99074142|40.72430527250332,-73.99600982666016",7.18,1531148400,102,8.07,"40.73454567,-73.99074142","40.72430527250332,-73.99600982666016",1428,1.0
399,"40.73454567,-73.99074142|40.72453734,-73.98185424",8.3,1531152000,119,16.45,"40.73454567,-73.99074142","40.72453734,-73.98185424",1968,8.0
400,"40.73454567,-73.99074142|40.72521311,-73.97768752",8.43,1531152000,161,16.97,"40.73454567,-73.99074142","40.72521311,-73.97768752",2014,9.0
401,"40.73454567,-73.99074142|40.72621788,-73.98379855",7.18,1531159200,147,12.75,"40.73454567,-73.99074142","40.72621788,-73.98379855",1663,6.0
402,"40.73454567,-73.99074142|40.7262807,-73.98978041",6.02,1531152000,109,10.77,"40.73454567,-73.99074142","40.7262807,-73.98978041",1233,5.0
403,"40.73454567,-73.99074142|40.72740794,-73.98142006",6.59,1531159200,276,11.23,"40.73454567,-73.99074142","40.72740794,-73.98142006",1544,5.0
404,"40.73454567,-73.99074142|40.72743423,-73.99379025",4.57,1531144800,145,7.9,"40.73454567,-73.99074142","40.72743423,-73.99379025",1446,3.0
405,"40.73454567,-73.99074142|40.72779126,-73.98564945",5.66,1531155600,152,10.2,"40.73454567,-73.99074142","40.72779126,-73.98564945",1436,5.0
406,"40.73454567,-73.99074142|40.728048571362606,-73.97881150245668",6.97,1531152000,162,11.12,"40.73454567,-73.99074142","40.728048571362606,-73.97881150245668",1545,4.0
407,"40.73454567,-73.99074142|40.7284186,-73.98713956",5.22,1531155600,108,9.12,"40.73454567,-73.99074142","40.7284186,-73.98713956",1078,4.0
408,"40.73454567,-73.99074142|40.72903917,-73.99404649",3.26,1531144800,254,7.1,"40.73454567,-73.99074142","40.72903917,-73.99404649",953,4.0
409,"40.73454567,-73.99074142|40.72917025,-73.99810231",5.82,1531155600,117,12.57,"40.73454567,-73.99074142","40.72917025,-73.99810231",1830,7.0
410,"40.73454567,-73.99074142|40.729514962249496,-73.99075269699097",3.68,1531148400,181,5.12,"40.73454567,-73.99074142","40.729514962249496,-73.99075269699097",775,1.0
411,"40.73454567,-73.99074142|40.72953837,-73.98426726",5.8,1531155600,105,7.25,"40.73454567,-73.99074142","40.72953837,-73.98426726",1200,1.0
412,"40.73454567,-73.99074142|40.72955361,-73.98057249",6.37,1531155600,152,7.62,"40.73454567,-73.99074142","40.72955361,-73.98057249",1253,1.0
413,"40.73454567,-73.99074142|40.73020660529954,-73.99102628231049",2.84,1531144800,188,3.03,"40.73454567,-73.99074142","40.73020660529954,-73.99102628231049",642,0.0
414,"40.73454567,-73.99074142|40.73143724085228,-73.99490341544151",3.47,1531148400,117,7.62,"40.73454567,-73.99074142","40.73143724085228,-73.99490341544151",603,4.0
415,"40.73454567,-73.99074142|40.73649403,-73.99704374",3.1,1531155600,134,4.5,"40.73454567,-73.99074142","40.73649403,-73.99704374",800,1.0
416,"40.73454567,-73.99074142|40.73781509,-73.99994661",4.37,1531148400,128,7.3,"40.73454567,-73.99074142","40.73781509,-73.99994661",1022,3.0
417,"40.73492695,-73.99200509|40.73047747,-73.99906065",5.84,1531148400,118,11.4,"40.73492695,-73.99200509","40.73047747,-73.99906065",929,6.0
418,"40.73492695,-73.99200509|40.73143724085228,-73.99490341544151",2.97,1531148400,146,5.78,"40.73492695,-73.99200509","40.73143724085228,-73.99490341544151",459,3.0
419,"40.73492695,-73.99200509|40.73649403,-73.99704374",2.67,1531148400,122,5.33,"40.73492695,-73.99200509","40.73649403,-73.99704374",873,3.0
420,"40.73492695,-73.99200509|40.73781509,-73.99994661",3.6,1531144800,173,8.13,"40.73492695,-73.99200509","40.73781509,-73.99994661",1095,5.0
421,"40.73492695,-73.99200509|40.74173969,-73.99415556",5.9,1531148400,139,11.38,"40.73492695,-73.99200509","40.74173969,-73.99415556",1330,5.0
422,"40.735238,-74.000271|40.73020660529954,-73.99102628231049",5.25,1531144800,119,13.07,"40.735238,-74.000271","40.73020660529954,-73.99102628231049",1021,8.0
423,"40.735238,-74.000271|40.73492695,-73.99200509",4.92,1531148400,111,11.93,"40.735238,-74.000271","40.73492695,-73.99200509",937,7.0
424,"40.735238,-74.000271|40.73971301,-73.99456405",3.93,1531137600,116,9.7,"40.735238,-74.000271","40.73971301,-73.99456405",1071,6.0
425,"40.73532427,-73.99800419|40.74173969,-73.99415556",4.54,1531144800,148,7.58,"40.73532427,-73.99800419","40.74173969,-73.99415556",1593,3.0
426,"40.735367055605394,-73.98797392845155|40.749156,-73.9916",10.01,1531148400,126,14.58,"40.735367055605394,-73.98797392845155","40.749156,-73.9916",2414,5.0
427,"40.735367055605394,-73.98797392845155|40.751873,-73.97770600000003",10.58,1531152000,119,9.2,"40.735367055605394,-73.98797392845155","40.751873,-73.97770600000003",2613,-1.0
428,"40.73555,-73.95284000000002|40.74232744,-73.95411749",5.15,1531123200,287,11.8,"40.73555,-73.95284000000002","40.74232744,-73.95411749",915,7.0
429,"40.73587678,-73.98205027|40.734232,-73.986923",3.23,1531144800,113,8.27,"40.73587678,-73.98205027","40.734232,-73.986923",637,5.0
430,"40.73587678,-73.98205027|40.73704984,-73.99009296",5.08,1531141200,115,11.58,"40.73587678,-73.98205027","40.73704984,-73.99009296",880,7.0
431,"40.73587678,-73.98205027|40.74034320000001,-73.98955109",5.42,1531126800,146,11.6,"40.73587678,-73.98205027","40.74034320000001,-73.98955109",876,6.0
432,"40.73587678,-73.98205027|40.74173969,-73.99415556",6.78,1531141200,103,16.42,"40.73587678,-73.98205027","40.74173969,-73.99415556",1259,10.0
433,"40.73624527,-73.98473765|40.73704984,-73.99009296",3.57,1531126800,131,7.8,"40.73624527,-73.98473765","40.73704984,-73.99009296",588,4.0
434,"40.73649403,-73.99704374|40.74173969,-73.99415556",3.83,1531144800,159,5.6,"40.73649403,-73.99704374","40.74173969,-73.99415556",1069,2.0
435,"40.736502,-73.97809472|40.73221853,-73.98165557",3.14,1531143000,116,7.75,"40.736502,-73.97809472","40.73221853,-73.98165557",611,5.0
436,"40.736502,-73.97809472|40.73314259,-73.97573881",3.17,1531148400,126,7.67,"40.736502,-73.97809472","40.73314259,-73.97573881",629,4.0
437,"40.736502,-73.97809472|40.74034320000001,-73.98955109",6.95,1531128600,142,9.23,"40.736502,-73.97809472","40.74034320000001,-73.98955109",1220,2.0
438,"40.736502,-73.97809472|40.74096374,-73.98602213",5.52,1531123200,119,12.53,"40.736502,-73.97809472","40.74096374,-73.98602213",925,7.0
439,"40.736502,-73.97809472|40.74173969,-73.99415556",8.17,1531141200,114,16.25,"40.736502,-73.97809472","40.74173969,-73.99415556",1718,8.0
440,"40.736502,-73.97809472|40.751873,-73.97770600000003",10.83,1531130400,108,16.47,"40.736502,-73.97809472","40.751873,-73.97770600000003",2514,6.0
441,"40.73652889,-74.00618026|40.73038599,-74.00214988",4.58,1531141200,101,11.02,"40.73652889,-74.00618026","40.73038599,-74.00214988",861,6.0
442,"40.73652889,-74.00618026|40.74173969,-73.99415556",8.38,1531137600,116,12.72,"40.73652889,-74.00618026","40.74173969,-73.99415556",2507,4.0
443,"40.73652889,-74.00618026|40.74475148,-73.99915362",5.91,1531144800,140,12.88,"40.73652889,-74.00618026","40.74475148,-73.99915362",1477,7.0
444,"40.73704984,-73.99009296|40.72740794,-73.98142006",8.63,1531159200,125,14.35,"40.73704984,-73.99009296","40.72740794,-73.98142006",1801,6.0
445,"40.73704984,-73.99009296|40.73020660529954,-73.99102628231049",4.55,1531148400,125,6.23,"40.73704984,-73.99009296","40.73020660529954,-73.99102628231049",876,2.0
446,"40.73704984,-73.99009296|40.73221853,-73.98165557",6.2,1531152000,134,9.03,"40.73704984,-73.99009296","40.73221853,-73.98165557",1351,3.0
447,"40.73704984,-73.99009296|40.73381219196632,-73.9805442094803",5.52,1531148400,196,12.15,"40.73704984,-73.99009296","40.73381219196632,-73.9805442094803",958,7.0
448,"40.73704984,-73.99009296|40.73587678,-73.98205027",5.03,1531152000,140,11.12,"40.73704984,-73.99009296","40.73587678,-73.98205027",880,6.0
449,"40.73704984,-73.99009296|40.73624527,-73.98473765",3.78,1531148400,136,7.47,"40.73704984,-73.99009296","40.73624527,-73.98473765",588,4.0
450,"40.73704984,-73.99009296|40.736502,-73.97809472",7.48,1531148400,117,17.23,"40.73704984,-73.99009296","40.736502,-73.97809472",1910,10.0
451,"40.73704984,-73.99009296|40.73935542,-73.99931783",5.08,1531144800,193,11.92,"40.73704984,-73.99009296","40.73935542,-73.99931783",957,7.0
452,"40.73704984,-73.99009296|40.73971301,-73.99456405",3.62,1531144800,150,6.73,"40.73704984,-73.99009296","40.73971301,-73.99456405",546,3.0
453,"40.73704984,-73.99009296|40.74025878,-73.98409214",4.75,1531144800,113,10.32,"40.73704984,-73.99009296","40.74025878,-73.98409214",1342,6.0
454,"40.73704984,-73.99009296|40.74034320000001,-73.98955109",2.43,1531130400,134,4.87,"40.73704984,-73.99009296","40.74034320000001,-73.98955109",389,2.0
455,"40.73704984,-73.99009296|40.74173969,-73.99415556",4.76,1531141200,186,9.65,"40.73704984,-73.99009296","40.74173969,-73.99415556",771,5.0
456,"40.73704984,-73.99009296|40.7429489166009,-74.00413691997528",6.62,1531134000,162,13.25,"40.73704984,-73.99009296","40.7429489166009,-74.00413691997528",1970,7.0
457,"40.73704984,-73.99009296|40.74475148,-73.99915362",7.65,1531148400,135,15.33,"40.73704984,-73.99009296","40.74475148,-73.99915362",2137,8.0
458,"40.73704984,-73.99009296|40.746647,-73.993915",8.85,1531143000,110,12.52,"40.73704984,-73.99009296","40.746647,-73.993915",1826,4.0
459,"40.73704984,-73.99009296|40.74691959,-74.00451887",9.72,1531134000,129,20.77,"40.73704984,-73.99009296","40.74691959,-74.00451887",2589,11.0
460,"40.73704984,-73.99009296|40.74901271,-73.98848395",10.31,1531141200,104,8.42,"40.73704984,-73.99009296","40.74901271,-73.98848395",1871,-2.0
461,"40.73704984,-73.99009296|40.749156,-73.9916",8.41,1531150200,134,11.58,"40.73704984,-73.99009296","40.749156,-73.9916",2523,3.0
462,"40.73704984,-73.99009296|40.751873,-73.97770600000003",10.12,1531152000,209,10.12,"40.73704984,-73.99009296","40.751873,-73.97770600000003",2668,0.0
463,"40.73726186,-73.99238967|40.73038599,-74.00214988",7.18,1531144800,108,7.98,"40.73726186,-73.99238967","40.73038599,-74.00214988",1411,1.0
464,"40.73726186,-73.99238967|40.73935542,-73.99931783",3.84,1531148400,170,8.9,"40.73726186,-73.99238967","40.73935542,-73.99931783",705,5.0
465,"40.73726186,-73.99238967|40.74173969,-73.99415556",4.87,1531148400,104,9.62,"40.73726186,-73.99238967","40.74173969,-73.99415556",1445,5.0
466,"40.73781509,-73.99994661|40.73223272,-73.98889957",6.52,1531155600,102,11.43,"40.73781509,-73.99994661","40.73223272,-73.98889957",1664,5.0
467,"40.73781509,-73.99994661|40.73492695,-73.99200509",4.72,1531144800,149,8.13,"40.73781509,-73.99994661","40.73492695,-73.99200509",1095,3.0
468,"40.73781509,-73.99994661|40.73543934,-73.99453948",2.98,1531137600,104,6.63,"40.73781509,-73.99994661","40.73543934,-73.99453948",527,4.0
469,"40.73781509,-73.99994661|40.74173969,-73.99415556",4.53,1531134000,107,8.08,"40.73781509,-73.99994661","40.74173969,-73.99415556",1291,4.0
470,"40.7381765,-73.97738662|40.74096374,-73.98602213",6.47,1531132200,102,11.68,"40.7381765,-73.97738662","40.74096374,-73.98602213",865,5.0
471,"40.7381765,-73.97738662|40.74144387,-73.97536082",2.71,1531134000,132,5.48,"40.7381765,-73.97738662","40.74144387,-73.97536082",426,3.0
472,"40.73827428,-73.98751968|40.73314259,-73.97573881",5.83,1531152000,115,14.13,"40.73827428,-73.98751968","40.73314259,-73.97573881",1159,8.0
473,"40.73827428,-73.98751968|40.73587678,-73.98205027",3.18,1531152000,120,6.62,"40.73827428,-73.98751968","40.73587678,-73.98205027",533,3.0
474,"40.73827428,-73.98751968|40.749156,-73.9916",7.88,1531152000,116,14.62,"40.73827428,-73.98751968","40.749156,-73.9916",1861,7.0
475,"40.73827428,-73.98751968|40.751873,-73.97770600000003",8.45,1531152000,171,8.4,"40.73827428,-73.98751968","40.751873,-73.97770600000003",1905,-0.0
476,"40.73912601,-73.97973776|40.73047309,-73.98672378",6.63,1531144800,106,9.9,"40.73912601,-73.97973776","40.73047309,-73.98672378",1181,3.0
477,"40.73912601,-73.97973776|40.73221853,-73.98165557",5.48,1531152000,105,12.05,"40.73912601,-73.97973776","40.73221853,-73.98165557",959,7.0
478,"40.73912601,-73.97973776|40.749156,-73.9916",10.12,1531148400,105,21.1,"40.73912601,-73.97973776","40.749156,-73.9916",2346,11.0
479,"40.739323,-74.008119|40.71754834,-74.01322069",10.82,1531130400,231,21.03,"40.739323,-74.008119","40.71754834,-74.01322069",3915,10.0
480,"40.739323,-74.008119|40.73291553,-74.00711384",4.25,1531152000,260,11.02,"40.739323,-74.008119","40.73291553,-74.00711384",872,7.0
481,"40.73935542,-73.99931783|40.73038599,-74.00214988",5.72,1531152000,114,8.5,"40.73935542,-73.99931783","40.73038599,-74.00214988",1444,3.0
482,"40.73935542,-73.99931783|40.73172428,-74.00674436",5.75,1531134000,141,10.28,"40.73935542,-73.99931783","40.73172428,-74.00674436",1203,5.0
483,"40.73935542,-73.99931783|40.73454567,-73.99074142",5.93,1531144800,103,8.13,"40.73935542,-73.99931783","40.73454567,-73.99074142",1056,2.0
484,"40.73935542,-73.99931783|40.73492695,-73.99200509",5.93,1531148400,111,8.93,"40.73935542,-73.99931783","40.73492695,-73.99200509",1129,3.0
485,"40.73935542,-73.99931783|40.735238,-74.000271",2.73,1531144800,124,6.67,"40.73935542,-73.99931783","40.735238,-74.000271",521,4.0
486,"40.73935542,-73.99931783|40.73726186,-73.99238967",4.33,1531144800,225,9.18,"40.73935542,-73.99931783","40.73726186,-73.99238967",705,5.0
487,"40.73935542,-73.99931783|40.74034320000001,-73.98955109",6.11,1531128600,168,13.6,"40.73935542,-73.99931783","40.74034320000001,-73.98955109",1703,7.0
488,"40.73935542,-73.99931783|40.74173969,-73.99415556",4.13,1531146600,182,8.92,"40.73935542,-73.99931783","40.74173969,-73.99415556",707,5.0
489,"40.73935542,-73.99931783|40.742753828659026,-74.00747358798982",3.49,1531144800,200,9.72,"40.73935542,-73.99931783","40.742753828659026,-74.00747358798982",784,6.0
490,"40.73935542,-73.99931783|40.74334935,-74.00681753",4.17,1531141200,174,10.33,"40.73935542,-73.99931783","40.74334935,-74.00681753",846,6.0
491,"40.73935542,-73.99931783|40.74475148,-73.99915362",4.46,1531148400,148,8.07,"40.73935542,-73.99931783","40.74475148,-73.99915362",1123,4.0
492,"40.73935542,-73.99931783|40.7454973,-74.00197139",4.63,1531144800,132,11.07,"40.73935542,-73.99931783","40.7454973,-74.00197139",1372,6.0
493,"40.73935542,-73.99931783|40.74691959,-74.00451887",6.14,1531143000,198,13.77,"40.73935542,-73.99931783","40.74691959,-74.00451887",1589,8.0
494,"40.73935542,-73.99931783|40.751873,-73.97770600000003",15.08,1531155600,103,13.98,"40.73935542,-73.99931783","40.751873,-73.97770600000003",3625,-1.0
495,"40.739445,-73.97680600000002|40.749156,-73.9916",10.33,1531144800,155,23.95,"40.739445,-73.97680600000002","40.749156,-73.9916",1827,14.0
496,"40.73971301,-73.99456405|40.73381219196632,-73.9805442094803",7.0,1531152000,112,13.93,"40.73971301,-73.99456405","40.73381219196632,-73.9805442094803",2214,7.0
497,"40.73971301,-73.99456405|40.73704984,-73.99009296",3.15,1531152000,175,6.88,"40.73971301,-73.99456405","40.73704984,-73.99009296",546,4.0
498,"40.73971301,-73.99456405|40.74901271,-73.98848395",6.78,1531144800,200,8.07,"40.73971301,-73.99456405","40.74901271,-73.98848395",2054,1.0
499,"40.73971301,-73.99456405|40.749156,-73.9916",7.07,1531152000,117,10.45,"40.73971301,-73.99456405","40.749156,-73.9916",1721,3.0
500,"40.73971301,-73.99456405|40.751873,-73.97770600000003",12.2,1531152000,188,16.77,"40.73971301,-73.99456405","40.751873,-73.97770600000003",3194,5.0
501,"40.74025878,-73.98409214|40.73704984,-73.99009296",5.11,1531148400,124,10.72,"40.74025878,-73.98409214","40.73704984,-73.99009296",823,6.0
502,"40.74025878,-73.98409214|40.74096374,-73.98602213",1.85,1531152000,118,2.82,"40.74025878,-73.98409214","40.74096374,-73.98602213",189,1.0
503,"40.74025878,-73.98409214|40.74173969,-73.99415556",5.77,1531144800,125,14.03,"40.74025878,-73.98409214","40.74173969,-73.99415556",1078,8.0
504,"40.74025878,-73.98409214|40.749156,-73.9916",7.86,1531148400,220,15.17,"40.74025878,-73.98409214","40.749156,-73.9916",1970,7.0
505,"40.74025878,-73.98409214|40.751873,-73.97770600000003",7.95,1531148400,178,9.05,"40.74025878,-73.98409214","40.751873,-73.97770600000003",1946,1.0
506,"40.74034320000001,-73.98955109|40.72710258,-74.00297088",10.57,1531152000,111,15.78,"40.74034320000001,-73.98955109","40.72710258,-74.00297088",2856,5.0
507,"40.74034320000001,-73.98955109|40.72740794,-73.98142006",10.57,1531159200,104,19.57,"40.74034320000001,-73.98955109","40.72740794,-73.98142006",2466,9.0
508,"40.74034320000001,-73.98955109|40.73314259,-73.97573881",7.01,1531152000,138,16.35,"40.74034320000001,-73.98955109","40.73314259,-73.97573881",1922,9.0
509,"40.74034320000001,-73.98955109|40.73454567,-73.99074142",4.37,1531152000,190,6.8,"40.74034320000001,-73.98955109","40.73454567,-73.99074142",1051,2.0
510,"40.74034320000001,-73.98955109|40.73492695,-73.99200509",4.02,1531148400,125,7.02,"40.74034320000001,-73.98955109","40.73492695,-73.99200509",986,3.0
511,"40.74034320000001,-73.98955109|40.73587678,-73.98205027",4.85,1531152000,151,11.12,"40.74034320000001,-73.98955109","40.73587678,-73.98205027",876,6.0
512,"40.74034320000001,-73.98955109|40.736502,-73.97809472",6.02,1531148400,226,10.1,"40.74034320000001,-73.98955109","40.736502,-73.97809472",1208,4.0
513,"40.74034320000001,-73.98955109|40.73704984,-73.99009296",2.48,1531152000,246,4.9,"40.74034320000001,-73.98955109","40.73704984,-73.99009296",389,2.0
514,"40.74034320000001,-73.98955109|40.73935542,-73.99931783",6.02,1531148400,193,11.6,"40.74034320000001,-73.98955109","40.73935542,-73.99931783",1559,6.0
515,"40.74034320000001,-73.98955109|40.74173969,-73.99415556",2.96,1531152000,144,6.2,"40.74034320000001,-73.98955109","40.74173969,-73.99415556",491,3.0
516,"40.74034320000001,-73.98955109|40.74475148,-73.99915362",5.82,1531152000,119,12.17,"40.74034320000001,-73.98955109","40.74475148,-73.99915362",974,6.0
517,"40.74034320000001,-73.98955109|40.7454973,-74.00197139",6.63,1531150200,134,15.65,"40.74034320000001,-73.98955109","40.7454973,-74.00197139",1270,9.0
518,"40.74034320000001,-73.98955109|40.74691959,-74.00451887",8.08,1531155600,189,14.03,"40.74034320000001,-73.98955109","40.74691959,-74.00451887",1778,6.0
519,"40.74034320000001,-73.98955109|40.749156,-73.9916",6.32,1531141200,117,10.08,"40.74034320000001,-73.98955109","40.749156,-73.9916",1514,4.0
520,"40.74034320000001,-73.98955109|40.751873,-73.97770600000003",9.05,1531155600,255,10.05,"40.74034320000001,-73.98955109","40.751873,-73.97770600000003",2019,1.0
521,"40.74096374,-73.98602213|40.73912601,-73.97973776",3.78,1531137600,105,8.43,"40.74096374,-73.98602213","40.73912601,-73.97973776",640,5.0
522,"40.74096374,-73.98602213|40.749156,-73.9916",6.68,1531152000,160,12.35,"40.74096374,-73.98602213","40.749156,-73.9916",1784,6.0
523,"40.74096374,-73.98602213|40.751581,-73.97791",7.48,1531141200,135,7.93,"40.74096374,-73.98602213","40.751581,-73.97791",1832,0.0
524,"40.74096374,-73.98602213|40.751873,-73.97770600000003",7.78,1531152000,265,7.85,"40.74096374,-73.98602213","40.751873,-73.97770600000003",1829,0.0
525,"40.74096374,-73.98602213|40.75640548,-73.9900262",11.38,1531152000,123,13.6,"40.74096374,-73.98602213","40.75640548,-73.9900262",2255,2.0
526,"40.74102150900266,-74.001384973526|40.73726186,-73.99238967",4.82,1531134000,117,11.15,"40.74102150900266,-74.001384973526","40.73726186,-73.99238967",866,6.0
527,"40.74102150900266,-74.001384973526|40.7505853470215,-73.9946848154068",6.35,1531152000,113,7.43,"40.74102150900266,-74.001384973526","40.7505853470215,-73.9946848154068",1724,1.0
528,"40.74144387,-73.97536082|40.749156,-73.9916",9.18,1531152000,159,22.07,"40.74144387,-73.97536082","40.749156,-73.9916",1693,13.0
529,"40.74144387,-73.97536082|40.75019995,-73.99093085",9.5,1531148400,117,21.38,"40.74144387,-73.97536082","40.75019995,-73.99093085",2157,12.0
530,"40.74144387,-73.97536082|40.751873,-73.97770600000003",8.72,1531148400,133,15.95,"40.74144387,-73.97536082","40.751873,-73.97770600000003",1842,7.0
531,"40.74144387,-73.97536082|40.75640548,-73.9900262",15.51,1531143000,108,24.25,"40.74144387,-73.97536082","40.75640548,-73.9900262",2782,9.0
532,"40.74173969,-73.99415556|40.73038599,-74.00214988",9.31,1531152000,104,7.93,"40.74173969,-73.99415556","40.73038599,-74.00214988",1903,-1.0
533,"40.74173969,-73.99415556|40.735238,-74.000271",5.93,1531144800,125,7.88,"40.74173969,-73.99415556","40.735238,-74.000271",1598,2.0
534,"40.74173969,-73.99415556|40.73587678,-73.98205027",7.35,1531141200,131,16.1,"40.74173969,-73.99415556","40.73587678,-73.98205027",1259,9.0
535,"40.74173969,-73.99415556|40.736502,-73.97809472",8.28,1531134000,113,14.05,"40.74173969,-73.99415556","40.736502,-73.97809472",1642,6.0
536,"40.74173969,-73.99415556|40.73652889,-74.00618026",8.67,1531144800,102,12.82,"40.74173969,-73.99415556","40.73652889,-74.00618026",2507,4.0
537,"40.74173969,-73.99415556|40.73704984,-73.99009296",5.02,1531141200,107,9.85,"40.74173969,-73.99415556","40.73704984,-73.99009296",771,5.0
538,"40.74173969,-73.99415556|40.73781509,-73.99994661",4.47,1531148400,103,7.6,"40.74173969,-73.99415556","40.73781509,-73.99994661",1223,3.0
539,"40.74173969,-73.99415556|40.739323,-74.008119",9.7,1531148400,101,16.83,"40.74173969,-73.99415556","40.739323,-74.008119",1957,7.0
540,"40.74173969,-73.99415556|40.73935542,-73.99931783",3.73,1531152000,322,8.77,"40.74173969,-73.99415556","40.73935542,-73.99931783",707,5.0
541,"40.74173969,-73.99415556|40.74034320000001,-73.98955109",3.38,1531143000,112,6.38,"40.74173969,-73.99415556","40.74034320000001,-73.98955109",491,3.0
542,"40.74173969,-73.99415556|40.7429489166009,-74.00413691997528",5.48,1531152000,142,13.6,"40.74173969,-73.99415556","40.7429489166009,-74.00413691997528",1098,8.0
543,"40.74173969,-73.99415556|40.7435337324616,-74.00367558002472",5.57,1531144800,117,12.67,"40.74173969,-73.99415556","40.7435337324616,-74.00367558002472",1021,7.0
544,"40.74173969,-73.99415556|40.74475148,-73.99915362",3.67,1531148400,325,7.58,"40.74173969,-73.99415556","40.74475148,-73.99915362",609,4.0
545,"40.74173969,-73.99415556|40.7454973,-74.00197139",4.19,1531144800,500,10.15,"40.74173969,-73.99415556","40.7454973,-74.00197139",828,6.0
